,round,tube,sp,st,final_pop
0,0,0,9,"(0.0, 0.0, 0.18502778313209137, 0.0, 0.06630348881158701, 0.0, 0.1517493765287996, 0.06519064604168817, 0.0, 0.04169583562250932)",271
1,0,0,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.02950046584148016)",49
2,0,0,9,"(0.0, 0.0, 0.17534740082893244, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",74
3,0,0,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",18
4,0,1,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.02950046584148016)",37
5,0,1,9,"(0.0, 0.0, 0.17534740082893244, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",177
6,0,1,9,"(0.0, 0.0, 0.18502778313209137, 0.0, 0.06630348881158701, 0.0, 0.1517493765287996, 0.06519064604168817, 0.0, 0.04169583562250932)",172
7,0,1,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",36
8,0,2,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.02950046584148016)",53
9,0,2,9,"(0.0, 0.0, 0.26832887547764517, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",20
10,0,2,9,"(0.0, 0.0, 0.18502778313209137, 0.0, 0.06630348881158701, 0.0, 0.1517493765287996, 0.06519064604168817, 0.0, 0.04169583562250932)",142
11,0,2,9,"(0.0, 0.0, 0.17534740082893244, 0.0, 0.06630348881158701, 0.0, 0.17543471630791765, 0.06519064604168817, 0.0, 0.04169583562250932)",211
